whrswk,hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region
20.0,yes,no,yes,16years,white,no,11.0,2.0,1.0,44.0,northcentral
0.0,no,no,no,<9years,white,yes,46.0,1.0,1.0,0.0,south
40.0,yes,yes,yes,16years,white,no,11.0,,,17.0,west
0.0,yes,no,yes,13-15years,white,no,41.0,,,99.999,west
40.0,no,yes,no,12years,white,no,44.0,0.0,0.0,10.0,other
20.0,yes,yes,yes,16years,white,no,19.0,1.0,2.0,78.0,other
0.0,yes,no,yes,13-15years,white,no,21.0,2.0,0.0,75.0,south
37.0,yes,no,yes,12years,white,no,25.0,0.0,0.0,30.407,south
50.0,yes,no,yes,12years,white,no,10.0,0.0,0.0,40.0,west
0.0,yes,no,yes,12years,white,no,18.0,0.0,2.0,75.0,west
45.0,no,yes,yes,12years,white,no,36.0,0.0,0.0,0.0,south
40.0,no,yes,yes,12years,white,no,12.0,2.0,1.0,24.0,south
0.0,yes,no,yes,12years,white,no,30.0,0.0,0.0,54.546,northcentral
10.0,yes,no,yes,13-15years,white,no,24.0,0.0,1.0,31.2,northcentral
40.0,no,yes,yes,13-15years,white,no,43.0,0.0,0.0,23.0,west
40.0,no,yes,yes,12years,white,no,15.0,0.0,0.0,33.0,northcentral
40.0,no,yes,no,12years,white,no,26.0,0.0,1.0,0.0,northcentral
45.0,yes,no,yes,13-15years,white,no,15.0,0.0,2.0,45.0,west
0.0,no,no,no,<9years,white,yes,51.0,0.0,0.0,0.0,south
35.0,yes,no,yes,13-15years,white,no,12.0,0.0,0.0,37.0,other
0.0,no,no,yes,12years,white,no,19.0,0.0,3.0,25.0,south
6.0,yes,no,yes,12years,white,no,31.0,0.0,0.0,31.191,northcentral
0.0,yes,no,yes,12years,white,no,32.0,0.0,0.0,47.0,west
0.0,yes,no,yes,12years,white,no,24.0,0.0,1.0,50.0,northcentral
58.0,no,yes,no,12years,white,no,45.0,,,0.0,northcentral
0.0,no,no,no,<9years,white,yes,7.0,1.0,0.0,7.0,west
0.0,yes,no,yes,16years,white,no,8.0,1.0,0.0,33.0,other
35.0,no,yes,no,9-11years,white,no,22.5,1.0,0.0,16.4,northcentral
40.0,no,yes,yes,12years,white,no,20.0,1.0,1.0,26.275,northcentral
0.0,no,no,no,9-11years,,yes,46.5,0.0,0.0,0.0,south
40.0,yes,yes,yes,16years,white,no,10.0,1.0,0.0,30.0,south
40.0,no,yes,yes,16years,white,no,28.0,0.0,1.0,50.0,south
40.0,no,yes,no,16years,white,no,25.0,0.0,0.0,0.0,other
0.0,yes,no,yes,12years,,no,35.0,0.0,1.0,3.12,other
36.0,yes,yes,yes,12years,white,no,27.0,0.0,0.0,30.0,west
0.0,no,no,no,12years,white,no,2.0,1.0,0.0,26.0,northcentral
0.0,no,yes,yes,12years,white,no,38.0,0.0,0.0,0.0,other
0.0,yes,no,yes,12years,,no,31.0,,,0.0,other
0.0,no,no,no,9-11years,white,no,47.5,0.0,0.0,0.0,northcentral
40.0,yes,no,yes,13-15years,white,no,26.0,0.0,2.0,31.0,other
30.0,no,no,no,12years,white,no,28.0,0.0,1.0,38.0,northcentral
0.0,no,no,no,13-15years,other,no,43.0,0.0,0.0,0.0,other
40.0,yes,no,yes,12years,other,no,11.0,2.0,0.0,18.5,northcentral
40.0,no,yes,yes,12years,white,no,12.0,0.0,0.0,27.0,other
0.0,no,no,yes,12years,white,no,29.0,0.0,0.0,0.0,south
35.0,yes,yes,yes,12years,,no,21.0,0.0,2.0,35.0,other
35.0,yes,no,yes,12years,white,no,8.0,1.0,1.0,11.34,other
0.0,yes,no,yes,9-11years,,no,42.5,0.0,0.0,52.0,northcentral
30.0,no,yes,no,13-15years,,no,11.0,1.0,1.0,10.0,west
0.0,yes,no,yes,12years,white,yes,23.0,0.0,1.0,99.999,south
55.0,no,yes,yes,>16years,white,no,9.0,0.0,0.0,99.999,south
40.0,no,yes,no,13-15years,white,no,17.0,0.0,0.0,4.0,south
25.0,no,no,no,16years,white,no,10.0,0.0,0.0,12.0,other
0.0,yes,no,yes,<9years,white,no,43.0,,,35.567,other
0.0,yes,no,yes,16years,white,no,21.0,0.0,2.0,69.0,south
40.0,no,yes,no,12years,white,no,36.0,0.0,0.0,0.0,west
16.0,yes,no,yes,13-15years,white,no,44.0,0.0,0.0,50.0,west
45.0,yes,no,yes,16years,white,no,7.0,0.0,0.0,28.0,northcentral
30.0,no,no,no,12years,white,no,9.0,2.0,1.0,19.0,south
40.0,yes,no,yes,>16years,white,no,20.0,,,24.0,northcentral
20.0,yes,no,yes,13-15years,white,no,38.0,0.0,0.0,46.0,west
40.0,yes,no,yes,12years,white,no,17.0,1.0,1.0,65.0,other
40.0,yes,no,yes,13-15years,white,no,10.0,1.0,1.0,43.0,northcentral
48.0,yes,yes,yes,12years,,no,8.0,0.0,0.0,8.8,south
40.0,no,yes,yes,12years,white,no,25.0,0.0,1.0,34.0,other
0.0,no,no,no,12years,white,no,45.0,0.0,0.0,0.0,northcentral
36.0,no,yes,no,13-15years,white,no,14.0,1.0,2.0,0.0,northcentral
40.0,no,yes,no,13-15years,black,no,22.0,1.0,1.0,0.0,south
20.0,no,no,no,12years,white,no,28.0,0.0,0.0,0.0,south
0.0,yes,no,yes,12years,white,no,42.0,0.0,0.0,33.0,other
35.0,yes,yes,yes,12years,white,no,18.0,0.0,2.0,15.0,northcentral
0.0,yes,no,yes,12years,white,no,40.0,0.0,0.0,55.0,other
40.0,no,yes,yes,9-11years,white,no,12.5,1.0,2.0,12.0,south
40.0,no,no,no,12years,white,no,13.0,0.0,2.0,10.172,northcentral
0.0,yes,no,yes,16years,white,no,20.0,,,55.0,other
40.0,no,yes,no,12years,white,no,11.0,2.0,0.0,28.0,west
0.0,no,no,no,16years,white,no,13.0,3.0,0.0,54.0,south
40.0,yes,yes,yes,13-15years,white,no,7.0,1.0,0.0,23.5,south
0.0,no,yes,no,12years,white,no,39.0,0.0,0.0,0.0,south
20.0,yes,no,yes,12years,white,no,9.0,2.0,0.0,21.0,other
40.0,no,no,no,13-15years,white,no,38.0,0.0,0.0,50.0,south
48.0,no,yes,no,12years,white,no,14.0,2.0,0.0,21.5,south
0.0,yes,no,yes,9-11years,white,no,37.5,,,25.0,other
40.0,no,no,no,12years,white,no,5.0,,,37.0,south
10.0,yes,no,yes,12years,white,no,12.0,,,47.0,northcentral
40.0,yes,yes,yes,13-15years,black,no,30.0,0.0,2.0,34.0,south
0.0,yes,no,yes,9-11years,white,yes,41.5,0.0,0.0,32.5,west
40.0,no,yes,no,12years,white,no,15.0,,,33.8,other
55.0,yes,no,yes,13-15years,other,no,3.0,0.0,0.0,23.0,south
24.0,yes,no,yes,>16years,,no,20.0,0.0,0.0,48.0,northcentral
40.0,no,yes,no,13-15years,white,no,8.0,0.0,0.0,9.0,south
40.0,yes,no,yes,9-11years,,yes,2.5,0.0,0.0,7.0,other
20.0,yes,yes,yes,12years,,no,19.0,0.0,1.0,22.0,northcentral
40.0,yes,no,yes,16years,white,no,20.0,0.0,2.0,50.0,northcentral
40.0,yes,no,yes,12years,white,no,24.0,0.0,2.0,45.0,northcentral
40.0,no,yes,no,>16years,white,no,17.0,1.0,1.0,0.0,northcentral
0.0,no,no,no,13-15years,white,no,18.0,1.0,2.0,50.0,south
30.0,no,yes,yes,<9years,white,no,49.0,,,8.58,west
0.0,yes,no,yes,12years,white,no,17.0,1.0,3.0,99.999,other
40.0,no,yes,yes,16years,white,no,7.0,0.0,0.0,37.0,west
50.0,no,yes,yes,16years,white,no,25.0,0.0,2.0,43.0,northcentral
40.0,no,yes,yes,12years,white,no,16.0,0.0,0.0,41.0,west
20.0,no,yes,no,12years,black,no,10.0,2.0,0.0,10.0,south
40.0,yes,yes,yes,>16years,white,no,11.0,1.0,0.0,30.0,south
20.0,yes,no,yes,12years,white,no,14.0,1.0,1.0,31.4,south
48.0,yes,yes,yes,13-15years,white,no,12.0,0.0,1.0,24.5,west
30.0,no,no,no,12years,white,no,5.0,2.0,0.0,13.0,northcentral
0.0,yes,no,yes,9-11years,white,no,39.5,,,23.0,other
0.0,no,no,no,13-15years,white,no,32.0,0.0,0.0,0.0,south
30.0,yes,no,yes,9-11years,white,yes,2.5,1.0,0.0,29.12,west
0.0,no,no,no,12years,,no,41.0,0.0,0.0,0.15,west
0.0,yes,no,yes,12years,white,no,12.0,1.0,1.0,42.0,south
0.0,no,no,no,13-15years,white,no,21.0,1.0,1.0,5.5,west
0.0,no,no,no,16years,white,no,12.0,0.0,0.0,30.0,northcentral
0.0,yes,no,yes,13-15years,white,no,33.0,0.0,0.0,50.0,south
40.0,yes,no,yes,13-15years,black,no,40.0,0.0,0.0,60.0,west
0.0,no,no,no,12years,white,no,29.0,0.0,2.0,0.0,northcentral
40.0,no,yes,no,12years,white,no,33.0,0.0,0.0,39.0,other
36.0,yes,no,yes,13-15years,white,no,31.0,0.0,0.0,14.077,northcentral
40.0,yes,yes,yes,12years,,no,12.0,0.0,1.0,40.0,other
40.0,yes,yes,yes,16years,white,no,15.0,,,37.0,other
42.0,yes,no,yes,16years,white,no,21.0,0.0,3.0,99.999,northcentral
0.0,yes,no,yes,12years,white,no,47.0,0.0,0.0,51.0,south
40.0,yes,no,yes,13-15years,,no,31.0,0.0,0.0,35.0,other
40.0,yes,yes,yes,13-15years,,no,16.0,1.0,2.0,50.0,south
0.0,yes,no,yes,12years,white,no,35.0,,,38.0,south
33.0,yes,yes,yes,12years,white,no,31.0,0.0,0.0,41.263,northcentral
0.0,yes,no,yes,9-11years,white,no,47.5,0.0,0.0,0.0,west
38.0,yes,no,yes,>16years,black,no,19.0,,,0.0,northcentral
40.0,no,yes,no,9-11years,black,no,38.5,0.0,0.0,10.0,south
40.0,yes,no,yes,13-15years,white,no,31.0,,,0.15,south
60.0,yes,no,yes,>16years,white,no,19.0,0.0,0.0,28.0,west
0.0,no,no,no,12years,white,no,26.0,,,48.0,other
0.0,no,no,no,12years,white,no,24.0,1.0,0.0,22.0,northcentral
0.0,yes,no,yes,13-15years,white,no,17.0,0.0,3.0,105.0,west
0.0,yes,no,yes,13-15years,white,no,18.0,0.0,2.0,42.525,west
40.0,no,no,no,13-15years,white,no,11.0,1.0,0.0,0.611,south
40.0,no,yes,no,13-15years,white,no,30.0,0.0,1.0,0.0,northcentral
20.0,no,no,no,12years,white,no,45.0,0.0,0.0,0.0,west
35.0,yes,no,yes,16years,white,no,23.0,0.0,3.0,52.0,northcentral
40.0,no,no,no,12years,white,no,15.0,1.0,2.0,28.0,northcentral
40.0,no,yes,yes,13-15years,white,no,13.0,0.0,1.0,16.12,south
20.0,yes,no,yes,9-11years,white,no,34.5,0.0,0.0,34.0,south
40.0,no,no,no,9-11years,white,no,19.5,0.0,2.0,3.252,northcentral
45.0,no,yes,no,>16years,white,no,16.0,1.0,2.0,20.0,other
55.0,no,no,no,12years,white,no,9.0,1.0,1.0,0.0,south
37.0,no,yes,yes,12years,white,no,34.0,0.0,0.0,25.0,west
40.0,no,yes,yes,16years,white,no,10.0,0.0,0.0,25.2,west
40.0,yes,no,yes,13-15years,white,no,13.0,0.0,2.0,22.746,west
32.0,no,no,no,16years,white,yes,4.0,0.0,0.0,11.95,south
0.0,no,no,no,12years,white,no,42.0,0.0,0.0,0.0,northcentral
48.0,no,yes,no,13-15years,white,no,20.0,0.0,1.0,33.85,west
0.0,yes,no,yes,12years,white,no,41.0,,,85.0,northcentral
0.0,no,no,no,<9years,white,yes,21.0,0.0,0.0,0.0,west
35.0,yes,yes,yes,12years,,no,24.0,0.0,2.0,4.2,other
41.0,no,no,yes,16years,white,no,23.0,0.0,0.0,32.0,south
40.0,no,no,no,13-15years,white,yes,31.0,0.0,1.0,23.0,west
27.0,yes,yes,yes,>16years,white,yes,17.0,0.0,2.0,47.0,other
0.0,yes,no,yes,12years,white,no,41.0,0.0,0.0,0.0,other
40.0,yes,yes,yes,12years,white,no,43.0,,,0.0,other
40.0,no,no,no,13-15years,white,no,4.0,1.0,0.0,0.46,south
20.0,yes,no,yes,12years,white,no,42.0,0.0,0.0,0.0,other
40.0,yes,no,yes,>16years,white,no,33.0,0.0,0.0,47.0,northcentral
16.0,yes,no,yes,13-15years,white,no,23.0,0.0,0.0,42.0,northcentral
0.0,no,no,no,<9years,white,yes,38.0,0.0,0.0,0.0,other
40.0,no,yes,no,12years,white,no,15.0,0.0,2.0,8.0,northcentral
40.0,no,yes,no,9-11years,white,no,18.5,0.0,2.0,28.0,south
0.0,no,no,no,<9years,white,yes,21.0,1.0,1.0,25.0,south
40.0,no,no,no,12years,other,no,36.0,0.0,0.0,0.0,south
35.0,yes,yes,yes,12years,white,no,39.0,0.0,0.0,70.0,west
20.0,no,no,no,13-15years,white,no,27.0,0.0,0.0,46.0,south
0.0,no,no,no,13-15years,white,no,13.0,0.0,1.0,0.0,northcentral
0.0,no,yes,yes,13-15years,white,no,42.0,0.0,0.0,0.0,south
20.0,yes,no,yes,12years,white,no,37.0,0.0,1.0,50.0,other
0.0,yes,no,yes,12years,white,no,29.0,0.0,3.0,36.0,northcentral
40.0,no,yes,no,12years,white,no,39.0,0.0,0.0,0.0,other
24.0,yes,no,yes,13-15years,white,no,14.0,2.0,1.0,40.0,other
40.0,no,no,no,13-15years,white,no,7.0,0.0,0.0,31.0,south
40.0,yes,yes,yes,13-15years,white,no,22.0,,,35.0,northcentral
0.0,no,no,no,13-15years,white,no,14.0,2.0,1.0,0.0,other
25.0,yes,yes,yes,12years,,no,23.0,0.0,3.0,38.2,other
40.0,yes,no,yes,16years,white,no,10.0,1.0,0.0,50.0,other
28.0,yes,no,yes,12years,white,no,9.0,1.0,1.0,35.0,south
15.0,yes,no,yes,12years,,no,16.0,0.0,1.0,47.0,south
36.0,no,yes,no,13-15years,white,no,33.0,0.0,0.0,10.0,northcentral
42.0,no,no,no,13-15years,black,no,11.0,1.0,2.0,20.0,south
20.0,yes,no,yes,16years,white,yes,14.0,0.0,2.0,40.0,west
45.0,no,yes,no,>16years,white,no,11.0,1.0,0.0,72.0,other
0.0,no,no,no,12years,white,no,17.0,2.0,1.0,19.811,other
40.0,yes,yes,yes,16years,white,no,7.0,0.0,0.0,33.0,other
20.0,yes,no,yes,16years,white,no,8.0,1.0,1.0,35.0,south
40.0,no,no,no,13-15years,white,no,7.0,,,5.0,south
25.0,yes,no,yes,16years,white,no,25.0,0.0,0.0,43.0,northcentral
12.0,yes,no,yes,12years,white,no,20.0,0.0,3.0,51.0,other
20.0,no,no,no,12years,white,no,27.0,0.0,2.0,12.215,west
40.0,no,yes,no,12years,white,no,15.0,0.0,2.0,11.0,west
8.0,no,no,no,9-11years,black,no,44.5,0.0,0.0,0.0,south
40.0,no,yes,yes,12years,white,no,7.0,1.0,0.0,21.0,south
0.0,no,no,no,12years,white,no,16.0,0.0,3.0,26.8,northcentral
0.0,no,no,no,9-11years,white,no,24.5,0.0,2.0,26.0,south
60.0,no,yes,no,>16years,white,no,11.0,0.0,0.0,6.0,south
40.0,no,yes,no,12years,white,no,16.0,1.0,0.0,0.0,other
0.0,yes,no,yes,>16years,white,no,11.0,,,30.0,other
40.0,yes,yes,yes,12years,white,yes,14.0,0.0,3.0,40.8,other
15.0,yes,no,yes,16years,white,no,27.0,0.0,1.0,75.0,west
40.0,yes,no,yes,12years,white,no,31.0,0.0,0.0,29.425,south
24.0,yes,no,yes,16years,white,no,20.0,0.0,1.0,48.0,west
40.0,yes,no,yes,13-15years,white,no,18.0,,,62.0,other
40.0,yes,no,yes,16years,white,no,29.0,0.0,1.0,43.0,northcentral
0.0,yes,no,yes,13-15years,white,no,29.0,0.0,0.0,75.0,south
40.0,no,no,yes,<9years,white,yes,21.0,1.0,2.0,10.0,west
45.0,yes,no,yes,12years,white,no,28.0,0.0,1.0,46.0,south
12.0,no,no,no,>16years,white,no,41.0,0.0,0.0,20.0,other
55.0,yes,yes,yes,12years,white,no,27.0,0.0,0.0,37.0,west
0.0,no,no,no,<9years,white,no,36.0,0.0,0.0,0.0,west
30.0,yes,no,yes,12years,white,no,35.0,0.0,0.0,15.6,northcentral
0.0,no,no,no,12years,white,no,42.0,0.0,0.0,0.0,northcentral
40.0,yes,yes,yes,16years,black,no,21.0,0.0,1.0,44.0,south
35.0,no,no,no,12years,white,no,18.0,0.0,3.0,40.272,other
0.0,yes,no,yes,13-15years,white,no,19.0,0.0,1.0,99.999,northcentral
0.0,no,no,no,13-15years,white,no,30.0,0.0,0.0,0.0,south
50.0,yes,yes,yes,16years,white,no,27.0,0.0,0.0,16.922,west
0.0,yes,no,yes,12years,white,no,19.0,,,50.0,other
40.0,no,yes,yes,16years,white,no,23.0,,,40.106,other
0.0,yes,no,yes,12years,,no,40.0,0.0,0.0,0.0,other
0.0,yes,no,yes,12years,white,no,46.0,0.0,0.0,0.0,other
0.0,yes,no,yes,12years,,no,34.0,,,55.0,south
0.0,yes,no,yes,>16years,,no,35.0,0.0,0.0,35.0,south
0.0,yes,no,yes,13-15years,,no,23.0,0.0,1.0,85.0,west
0.0,no,no,no,<9years,white,no,31.0,0.0,2.0,0.0,south
60.0,no,no,no,12years,white,yes,24.0,0.0,1.0,20.0,northcentral
40.0,yes,yes,yes,12years,black,no,27.0,0.0,1.0,12.8,south
0.0,no,no,no,12years,white,yes,21.0,0.0,3.0,28.08,west
40.0,no,no,no,16years,white,no,6.0,0.0,0.0,0.0,west
0.0,yes,no,yes,12years,white,no,46.0,0.0,0.0,0.0,other
0.0,no,no,no,12years,,yes,24.0,0.0,1.0,0.0,south
40.0,no,no,no,12years,white,no,9.0,0.0,0.0,0.0,northcentral
25.0,no,no,no,12years,white,no,7.0,0.0,0.0,13.0,northcentral
40.0,yes,no,yes,12years,white,no,25.0,0.0,1.0,20.0,south
40.0,no,yes,no,13-15years,white,no,21.0,0.0,2.0,12.2,south
39.0,yes,no,yes,12years,white,no,22.0,0.0,0.0,18.971,northcentral
40.0,no,yes,no,12years,white,no,25.0,0.0,0.0,0.0,other
40.0,yes,yes,yes,12years,white,no,24.0,0.0,2.0,11.0,northcentral
35.0,no,no,no,12years,white,no,7.0,,,13.282,west
0.0,no,no,no,<9years,white,no,50.0,0.0,0.0,2.0,northcentral
45.0,no,yes,yes,>16years,white,no,20.0,0.0,0.0,6.62,west
0.0,yes,no,yes,12years,white,no,21.0,,,28.0,northcentral
30.0,no,yes,no,12years,black,no,37.0,0.0,0.0,3.3,other
14.0,no,no,no,12years,white,no,17.0,1.0,0.0,22.0,south
0.0,yes,no,yes,9-11years,white,no,42.5,0.0,0.0,61.0,other
18.0,yes,yes,yes,16years,white,no,21.0,0.0,2.0,25.0,south
40.0,yes,yes,yes,16years,white,no,6.0,0.0,0.0,52.5,northcentral
45.0,yes,no,yes,>16years,white,no,22.0,0.0,1.0,77.245,northcentral
60.0,yes,yes,yes,16years,white,no,21.0,0.0,0.0,22.0,northcentral
0.0,no,no,no,<9years,white,yes,32.0,0.0,0.0,5.66,west
50.0,no,yes,yes,16years,white,no,7.0,1.0,0.0,12.0,west
40.0,no,yes,no,13-15years,white,no,18.0,,,28.885,northcentral
0.0,yes,no,yes,12years,white,no,15.0,2.0,2.0,18.5,south
35.0,no,yes,yes,12years,white,no,20.0,0.0,1.0,50.0,south
40.0,yes,yes,yes,16years,white,no,30.0,0.0,0.0,99.999,west
35.0,no,yes,no,13-15years,white,no,19.0,0.0,0.0,0.0,northcentral
0.0,no,no,no,<9years,white,yes,14.0,0.0,1.0,20.0,other
44.0,yes,no,yes,16years,white,no,16.0,1.0,1.0,39.0,northcentral
40.0,yes,yes,yes,16years,white,yes,10.0,0.0,1.0,60.0,south
42.0,no,yes,no,12years,white,no,6.0,0.0,0.0,25.6,other
40.0,no,yes,yes,16years,white,no,31.0,0.0,0.0,57.0,other
40.0,yes,yes,yes,12years,black,no,15.0,1.0,1.0,30.0,south
40.0,yes,no,yes,16years,white,no,1.0,0.0,0.0,18.8,west
42.0,no,yes,yes,13-15years,white,no,17.0,0.0,0.0,20.0,northcentral
12.0,yes,no,yes,12years,white,no,29.0,0.0,0.0,45.0,other
40.0,no,no,no,13-15years,white,no,10.0,1.0,0.0,22.0,west
35.0,no,no,no,<9years,white,yes,26.0,0.0,2.0,28.0,west
40.0,no,yes,no,12years,white,no,29.0,0.0,0.0,5.0,south
15.0,yes,no,yes,13-15years,white,no,14.0,2.0,0.0,50.0,northcentral
35.0,yes,no,yes,12years,white,no,12.0,1.0,1.0,28.0,northcentral
40.0,no,yes,no,16years,white,no,11.0,1.0,0.0,50.0,other
0.0,no,no,no,12years,white,yes,18.0,0.0,1.0,12.0,northcentral
36.0,no,yes,no,16years,white,no,17.0,1.0,0.0,11.16,west
16.0,yes,no,yes,16years,white,no,25.0,0.0,0.0,59.0,other
40.0,no,no,no,12years,white,no,39.0,0.0,0.0,6.0,south
40.0,no,yes,no,<9years,white,no,49.0,0.0,0.0,0.0,other
0.0,yes,no,yes,12years,,no,24.0,1.0,2.0,49.0,south
18.0,yes,no,yes,16years,white,no,20.0,,,99.999,south
38.0,yes,yes,yes,12years,white,no,28.0,0.0,0.0,30.0,northcentral
30.0,no,no,no,16years,white,no,23.0,0.0,2.0,99.999,west
20.0,yes,no,yes,12years,white,no,29.0,0.0,1.0,2.5,west
37.0,no,yes,no,16years,,no,14.0,2.0,0.0,0.0,south
25.0,yes,no,yes,13-15years,white,no,21.0,0.0,2.0,42.2,other
40.0,no,yes,no,>16years,white,no,5.0,0.0,0.0,20.0,other
56.0,yes,yes,yes,9-11years,black,no,17.5,0.0,3.0,15.0,south
60.0,yes,yes,yes,12years,black,no,20.0,1.0,0.0,19.0,south
40.0,no,yes,no,13-15years,white,no,6.0,0.0,0.0,20.0,west
45.0,yes,yes,yes,13-15years,white,no,11.0,1.0,1.0,43.0,south
40.0,yes,no,yes,16years,white,no,11.0,2.0,2.0,50.0,west
25.0,no,yes,no,13-15years,white,no,2.0,1.0,0.0,1.0,other
0.0,yes,no,yes,12years,white,no,15.0,1.0,2.0,55.0,northcentral
0.0,yes,no,yes,12years,white,yes,19.0,0.0,2.0,0.0,other
45.0,no,yes,no,13-15years,white,yes,8.0,0.0,0.0,0.0,south
32.0,yes,yes,yes,13-15years,white,no,12.0,1.0,0.0,28.0,northcentral
40.0,no,no,no,12years,,no,13.0,0.0,0.0,13.0,other
16.0,yes,no,yes,12years,white,no,35.0,0.0,0.0,12.278,south
0.0,no,no,no,9-11years,other,no,26.5,0.0,0.0,3.2,south
42.0,yes,yes,yes,13-15years,white,no,18.0,0.0,2.0,16.0,south
40.0,no,no,no,9-11years,white,no,12.5,2.0,2.0,2.0,west
40.0,no,no,no,9-11years,white,no,8.5,0.0,0.0,3.2,south
47.0,no,no,no,16years,white,no,10.0,1.0,0.0,1.5,northcentral
45.0,yes,yes,yes,>16years,white,no,21.0,0.0,0.0,55.0,other
0.0,no,no,yes,12years,white,no,34.0,0.0,1.0,30.0,south
0.0,yes,no,yes,13-15years,white,no,26.0,1.0,2.0,54.2,northcentral
63.0,yes,no,yes,>16years,black,no,28.0,0.0,0.0,70.0,west
40.0,yes,yes,yes,9-11years,white,no,26.5,0.0,0.0,9.02,south
40.0,no,yes,yes,>16years,white,no,31.0,0.0,0.0,85.0,other
0.0,no,yes,yes,13-15years,white,no,37.0,0.0,0.0,36.0,northcentral
0.0,yes,no,yes,<9years,white,no,12.0,,,55.0,northcentral
0.0,no,no,no,<9years,white,yes,18.0,0.0,3.0,5.0,west
40.0,no,yes,no,<9years,white,no,15.0,1.0,1.0,3.2,south
0.0,yes,no,yes,<9years,white,no,29.0,0.0,3.0,21.337,other
20.0,no,no,no,13-15years,white,no,16.0,,,0.0,other
40.0,no,yes,yes,12years,white,no,37.0,0.0,0.0,24.0,northcentral
45.0,no,yes,yes,16years,white,no,7.0,,,23.0,west
40.0,yes,yes,yes,>16years,white,no,18.0,0.0,1.0,45.0,northcentral
40.0,no,yes,no,12years,white,no,21.0,0.0,2.0,31.53,northcentral
0.0,yes,no,yes,12years,white,no,37.0,,,27.0,west
32.0,yes,no,yes,12years,white,no,32.0,0.0,0.0,0.0,other
40.0,no,yes,no,12years,white,no,25.0,0.0,2.0,27.0,northcentral
40.0,no,yes,no,13-15years,white,no,27.0,0.0,0.0,15.0,other
0.0,yes,no,yes,<9years,white,yes,38.0,0.0,0.0,26.0,south
70.0,no,no,yes,9-11years,white,no,33.5,0.0,0.0,40.0,northcentral
0.0,no,no,no,13-15years,white,no,18.0,0.0,1.0,0.0,northcentral
40.0,no,yes,no,12years,white,no,30.0,0.0,0.0,1.0,west
30.0,no,yes,no,13-15years,white,no,15.0,,,35.0,other
47.0,no,no,no,16years,white,no,24.0,0.0,0.0,43.0,south
10.0,no,no,no,12years,white,no,21.0,0.0,0.0,26.0,west
50.0,yes,no,yes,>16years,white,no,23.0,0.0,0.0,36.0,other
0.0,yes,no,yes,12years,white,no,43.0,0.0,0.0,45.239,south
0.0,yes,no,yes,12years,white,no,21.0,1.0,1.0,0.0,west
40.0,no,yes,no,12years,white,no,8.0,1.0,0.0,14.82,south
40.0,yes,yes,yes,13-15years,white,no,17.0,2.0,2.0,50.0,west
50.0,no,yes,no,12years,white,no,34.0,0.0,0.0,0.0,other
37.0,no,yes,no,12years,black,no,27.0,0.0,1.0,28.0,south
0.0,yes,no,yes,>16years,white,no,16.0,1.0,2.0,73.0,other
40.0,no,no,no,13-15years,white,no,16.0,1.0,2.0,17.5,south
35.0,no,yes,no,12years,white,no,18.0,0.0,3.0,7.736,south
0.0,no,no,no,13-15years,white,no,17.0,0.0,3.0,0.0,other
45.0,no,yes,no,9-11years,white,no,28.5,0.0,0.0,0.0,northcentral
10.0,yes,no,yes,>16years,white,no,8.0,1.0,0.0,35.0,northcentral
32.0,no,yes,no,12years,white,no,25.0,0.0,1.0,0.0,northcentral
44.0,yes,no,yes,13-15years,white,no,31.0,0.0,0.0,49.0,south
13.0,yes,no,yes,12years,white,no,38.0,0.0,0.0,40.0,northcentral
0.0,no,no,no,16years,white,no,9.0,3.0,0.0,0.0,west
24.0,no,no,no,13-15years,white,no,17.0,0.0,1.0,30.0,south
0.0,yes,no,yes,16years,white,no,31.0,0.0,1.0,35.0,other
0.0,yes,no,yes,13-15years,,no,33.0,0.0,0.0,45.0,south
0.0,yes,no,yes,12years,white,no,30.0,0.0,0.0,64.827,northcentral
40.0,yes,yes,yes,12years,white,no,14.0,0.0,0.0,35.0,south
35.0,no,no,no,13-15years,white,yes,6.0,0.0,1.0,12.8,west
40.0,no,no,no,12years,white,no,17.0,0.0,2.0,0.0,south
24.0,no,no,no,13-15years,white,no,39.0,0.0,0.0,0.0,south
0.0,yes,no,yes,12years,white,no,31.0,0.0,1.0,38.474,northcentral
0.0,no,no,yes,12years,white,no,30.0,0.0,1.0,22.0,other
40.0,yes,yes,yes,12years,white,no,21.0,3.0,0.0,21.0,other
40.0,no,yes,yes,12years,white,no,41.0,0.0,0.0,30.068,south
40.0,yes,yes,yes,12years,white,no,22.0,0.0,2.0,40.4,other
40.0,yes,no,yes,12years,,no,11.0,0.0,1.0,36.0,other
50.0,yes,yes,yes,>16years,white,no,16.0,0.0,1.0,60.0,northcentral
40.0,no,yes,yes,13-15years,white,no,30.0,0.0,0.0,56.0,northcentral
0.0,yes,no,yes,12years,,no,20.0,,,47.5,south
0.0,yes,no,yes,13-15years,white,no,22.0,,,35.0,west
0.0,no,no,no,9-11years,white,no,32.5,1.0,0.0,40.0,south
40.0,no,yes,no,12years,black,no,27.0,0.0,0.0,15.0,other
40.0,no,yes,yes,12years,white,no,21.0,0.0,0.0,36.4,other
0.0,no,no,no,13-15years,white,no,40.0,0.0,0.0,14.5,west
35.0,yes,no,yes,12years,white,no,23.0,1.0,1.0,28.704,northcentral
