hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region
no,yes,yes,>16years,white,no,15.0,0.0,0.0,17.0,south
no,yes,no,>16years,white,no,28.0,0.0,0.0,39.0,northcentral
no,yes,no,12years,white,no,19.0,0.0,3.0,2.5,northcentral
yes,no,yes,13-15years,white,no,10.0,1.0,4.0,35.0,west
yes,no,yes,13-15years,white,no,17.0,0.0,0.0,65.0,south
yes,yes,yes,13-15years,white,no,13.0,0.0,2.0,32.0,other
no,yes,no,12years,white,yes,25.0,1.0,2.0,0.0,south
yes,no,yes,13-15years,white,no,28.0,0.0,0.0,35.0,south
no,yes,no,9-11years,white,no,46.5,0.0,0.0,17.0,other
yes,no,yes,13-15years,white,no,20.0,0.0,2.0,40.0,south
no,yes,no,13-15years,white,no,26.0,0.0,0.0,6.5,west
yes,yes,yes,12years,white,no,34.0,0.0,0.0,35.983,northcentral
no,no,no,16years,white,no,32.0,0.0,0.0,43.0,south
no,no,no,12years,white,no,42.0,0.0,0.0,0.0,other
yes,no,yes,12years,,no,25.0,0.0,2.0,13.63,south
no,yes,yes,13-15years,white,yes,16.0,1.0,1.0,12.0,south
no,no,no,12years,,no,5.0,1.0,0.0,8.4,northcentral
yes,no,yes,12years,white,no,28.0,0.0,2.0,10.732,west
yes,no,yes,12years,white,no,35.0,0.0,0.0,0.0,south
yes,no,yes,13-15years,white,no,8.0,2.0,0.0,14.0,south
yes,no,yes,13-15years,white,no,19.0,,,37.0,other
no,no,no,13-15years,,no,10.0,0.0,2.0,0.0,west
yes,no,yes,<9years,white,no,41.0,,,23.299,south
no,yes,yes,16years,white,no,21.0,0.0,2.0,51.6,west
yes,no,yes,>16years,white,no,15.0,0.0,1.0,30.0,west
no,no,no,12years,white,no,43.0,0.0,0.0,0.0,west
no,yes,no,12years,black,no,38.0,0.0,0.0,62.5,other
no,yes,yes,12years,,no,38.0,0.0,0.0,11.0,south
no,no,yes,13-15years,white,no,13.0,,,52.0,west
yes,no,yes,12years,white,no,47.0,0.0,0.0,99.999,other
yes,yes,yes,16years,white,no,16.0,1.0,2.0,36.0,northcentral
no,yes,no,16years,white,no,13.0,0.0,1.0,28.0,northcentral
yes,no,yes,16years,,no,9.0,2.0,0.0,55.0,northcentral
no,no,no,9-11years,black,no,33.5,0.0,0.0,0.0,south
no,no,no,12years,white,no,4.0,0.0,0.0,7.4,northcentral
yes,no,yes,13-15years,white,no,21.0,0.0,2.0,25.0,west
yes,no,yes,12years,white,no,21.0,1.0,3.0,47.0,west
yes,no,yes,9-11years,white,no,33.5,,,22.5,south
yes,no,yes,13-15years,black,no,22.0,0.0,1.0,38.0,south
yes,no,yes,12years,white,no,21.0,0.0,1.0,25.0,west
yes,no,yes,16years,white,no,38.0,0.0,0.0,0.0,west
no,no,no,12years,white,no,7.0,,,0.0,other
no,yes,no,12years,,no,26.0,0.0,3.0,32.0,other
no,yes,yes,13-15years,black,no,35.0,0.0,0.0,13.0,south
no,no,no,9-11years,white,no,11.5,1.0,2.0,0.0,other
no,yes,no,12years,white,no,8.0,0.0,0.0,8.7,south
yes,no,yes,13-15years,white,no,7.0,2.0,0.0,30.0,south
yes,no,yes,12years,white,no,45.0,0.0,0.0,41.0,south
no,no,no,12years,black,no,24.0,0.0,1.0,7.0,south
no,no,yes,12years,white,no,39.0,0.0,0.0,0.0,northcentral
no,no,no,12years,white,no,28.0,0.0,0.0,18.0,south
yes,yes,yes,16years,white,no,19.0,0.0,2.0,31.0,northcentral
yes,no,yes,13-15years,white,no,3.0,1.0,0.0,30.0,other
no,yes,no,13-15years,white,no,20.0,0.0,2.0,0.0,south
yes,no,yes,12years,white,no,24.0,,,25.0,northcentral
yes,no,yes,12years,white,no,17.0,1.0,2.0,45.247,other
no,yes,yes,13-15years,white,no,12.0,0.0,0.0,45.0,south
yes,no,yes,13-15years,,yes,29.0,0.0,2.0,19.0,other
no,no,no,9-11years,white,no,26.5,,,0.0,south
yes,yes,yes,12years,white,no,32.0,0.0,2.0,32.48,south
no,yes,no,12years,white,yes,32.0,,,0.0,west
no,yes,no,12years,white,no,16.0,0.0,2.0,19.0,west
yes,no,yes,13-15years,white,no,30.0,0.0,0.0,32.527,south
yes,yes,yes,12years,white,no,35.0,0.0,0.0,52.0,other
yes,no,yes,12years,black,no,46.0,0.0,2.0,0.0,northcentral
no,yes,no,12years,white,no,28.0,0.0,0.0,15.0,south
yes,no,yes,13-15years,white,no,7.0,1.0,0.0,19.2,west
yes,no,yes,13-15years,white,no,21.0,0.0,1.0,33.28,west
no,yes,no,9-11years,black,no,39.5,0.0,0.0,0.0,northcentral
yes,no,yes,12years,white,no,19.0,0.0,3.0,47.0,west
no,no,no,12years,white,no,26.0,0.0,1.0,19.0,northcentral
yes,no,yes,12years,white,no,17.0,1.0,2.0,21.225,northcentral
yes,no,yes,12years,white,no,27.0,0.0,2.0,59.9,other
no,yes,yes,9-11years,white,no,37.5,0.0,0.0,0.0,northcentral
yes,no,yes,16years,,no,16.0,1.0,2.0,0.0,other
yes,yes,yes,13-15years,white,yes,13.0,0.0,1.0,26.0,south
yes,no,yes,13-15years,black,no,23.0,3.0,0.0,26.0,west
yes,no,yes,12years,white,no,43.0,0.0,0.0,0.0,other
yes,no,yes,12years,white,no,42.0,0.0,0.0,3.0,south
no,yes,no,16years,white,no,24.0,0.0,2.0,18.5,other
yes,no,yes,13-15years,white,no,16.0,2.0,0.0,42.0,west
no,yes,no,12years,white,no,40.0,0.0,0.0,27.945,south
no,yes,no,12years,white,no,34.0,0.0,0.0,30.0,other
no,no,no,13-15years,white,yes,7.0,1.0,1.0,38.0,west
yes,no,yes,16years,white,no,16.0,0.0,2.0,41.0,south
yes,no,yes,13-15years,white,no,45.0,0.0,0.0,0.0,west
no,no,yes,9-11years,black,no,42.5,0.0,0.0,29.0,northcentral
no,yes,yes,<9years,white,no,47.0,0.0,0.0,0.0,south
no,no,no,13-15years,white,no,4.0,0.0,0.0,17.915,west
no,yes,yes,12years,white,no,32.0,0.0,0.0,25.1,south
no,no,no,12years,white,no,32.0,0.0,0.0,38.5,south
no,no,no,16years,white,no,20.0,0.0,3.0,0.0,northcentral
yes,no,yes,16years,white,no,24.0,0.0,0.0,52.0,west
yes,no,yes,>16years,black,no,27.0,0.0,0.0,29.0,other
yes,no,yes,13-15years,white,no,17.0,0.0,1.0,64.0,south
no,yes,yes,13-15years,other,yes,27.0,0.0,0.0,17.0,west
no,yes,yes,16years,white,no,21.0,0.0,0.0,35.0,other
yes,no,yes,9-11years,white,no,35.5,0.0,1.0,28.0,northcentral
yes,yes,yes,13-15years,white,no,10.0,,,52.0,south
no,no,no,9-11years,white,no,29.5,0.0,1.0,0.0,south
yes,yes,yes,13-15years,white,no,25.0,0.0,2.0,34.8,south
yes,no,yes,13-15years,white,no,22.0,0.0,1.0,35.0,northcentral
yes,no,yes,12years,,no,38.0,0.0,0.0,0.0,northcentral
yes,no,yes,12years,white,no,19.0,0.0,2.0,35.0,northcentral
yes,no,yes,12years,black,no,26.0,0.0,2.0,20.0,south
no,no,no,9-11years,white,no,33.5,0.0,1.0,0.0,northcentral
no,no,no,13-15years,white,no,19.0,3.0,4.0,0.0,west
yes,no,yes,12years,white,yes,10.0,0.0,0.0,18.2,other
no,no,no,13-15years,white,no,22.0,0.0,1.0,2.5,south
yes,no,yes,13-15years,white,no,37.0,,,0.75,south
no,yes,yes,16years,white,no,10.0,0.0,0.0,99.999,west
yes,no,yes,13-15years,white,no,20.0,0.0,0.0,30.0,west
yes,no,yes,16years,white,no,11.0,1.0,0.0,24.91,south
no,yes,yes,16years,white,no,30.0,0.0,0.0,77.7,other
yes,no,yes,13-15years,,no,4.0,2.0,0.0,37.5,west
no,yes,yes,12years,white,no,28.0,0.0,0.0,51.0,northcentral
yes,no,yes,12years,white,no,8.0,2.0,1.0,25.0,other
yes,no,yes,>16years,white,no,6.0,1.0,0.0,50.0,northcentral
no,yes,no,12years,white,no,13.0,0.0,0.0,24.0,south
yes,yes,yes,>16years,white,no,7.0,,,43.421,other
yes,no,yes,16years,white,no,9.0,0.0,0.0,39.9,west
no,yes,no,16years,white,no,25.0,0.0,0.0,0.0,west
yes,no,yes,13-15years,,no,21.0,1.0,4.0,70.0,west
yes,no,yes,12years,white,no,44.0,0.0,0.0,29.953,other
no,yes,no,12years,white,no,25.0,0.0,2.0,9.14,west
no,no,no,16years,black,no,14.0,0.0,0.0,0.0,west
no,no,no,9-11years,white,yes,11.5,1.0,1.0,14.5,south
yes,no,yes,16years,white,no,32.0,0.0,0.0,99.999,other
yes,no,yes,13-15years,white,no,28.0,0.0,0.0,24.0,south
no,no,no,>16years,white,no,17.0,1.0,1.0,0.0,northcentral
yes,no,yes,12years,black,no,9.0,2.0,0.0,20.0,south
no,yes,no,16years,white,no,15.0,1.0,0.0,0.0,south
yes,no,yes,12years,,no,32.0,0.0,0.0,13.474,northcentral
no,no,no,12years,white,no,36.0,,,0.0,northcentral
yes,no,yes,12years,white,no,19.0,1.0,4.0,38.7,south
yes,no,yes,12years,white,no,37.0,0.0,0.0,0.0,northcentral
yes,no,yes,12years,white,yes,38.0,0.0,0.0,40.0,other
no,no,no,13-15years,white,no,10.0,1.0,1.0,75.0,south
no,yes,no,9-11years,black,no,36.5,0.0,0.0,22.312,other
yes,no,yes,13-15years,white,no,40.0,0.0,0.0,18.0,south
no,yes,no,12years,white,no,26.0,0.0,3.0,34.0,west
no,yes,no,12years,white,no,23.0,0.0,0.0,0.0,south
yes,no,yes,>16years,white,no,31.0,0.0,0.0,83.0,other
yes,no,yes,13-15years,white,no,45.0,0.0,0.0,0.0,west
yes,yes,yes,13-15years,,no,29.0,0.0,1.0,57.0,south
no,yes,yes,16years,white,no,20.0,0.0,0.0,36.0,west
no,yes,yes,12years,white,no,43.0,0.0,0.0,0.0,south
yes,yes,yes,12years,white,no,23.0,0.0,2.0,25.0,northcentral
no,yes,yes,>16years,white,no,25.0,0.0,0.0,9.6,other
yes,no,yes,9-11years,white,no,47.5,0.0,0.0,39.0,other
no,no,no,13-15years,white,no,15.0,0.0,3.0,0.0,northcentral
yes,no,yes,12years,white,no,13.0,1.0,0.0,34.255,northcentral
no,no,no,<9years,white,no,44.0,0.0,0.0,0.0,south
no,no,no,9-11years,white,no,39.5,0.0,0.0,0.0,west
yes,no,yes,12years,white,no,11.0,2.0,0.0,35.0,west
yes,no,yes,12years,white,no,43.0,0.0,0.0,17.369,northcentral
no,yes,no,13-15years,white,no,23.0,0.0,0.0,5.2,other
yes,no,yes,12years,white,no,19.0,0.0,1.0,38.0,south
yes,no,yes,12years,white,no,32.0,0.0,0.0,48.0,west
yes,yes,yes,13-15years,white,no,29.0,0.0,0.0,0.0,south
yes,yes,yes,12years,white,no,18.0,1.0,0.0,30.0,northcentral
yes,no,yes,12years,white,no,46.0,0.0,0.0,0.0,west
yes,no,yes,12years,white,no,2.0,0.0,0.0,22.1,northcentral
yes,no,yes,12years,white,no,15.0,1.0,1.0,68.0,south
yes,no,yes,13-15years,white,no,11.0,0.0,0.0,44.0,west
yes,no,yes,12years,white,no,24.0,0.0,2.0,16.8,northcentral
no,yes,no,12years,white,no,21.0,0.0,2.0,30.0,northcentral
yes,yes,yes,>16years,white,no,15.0,0.0,0.0,99.999,northcentral
no,no,no,16years,white,no,32.0,,,0.0,northcentral
no,yes,no,12years,white,no,26.0,0.0,0.0,0.0,south
no,yes,no,12years,white,no,13.0,1.0,1.0,46.0,northcentral
yes,no,yes,12years,black,no,29.0,0.0,0.0,32.0,south
no,yes,no,12years,white,no,22.0,2.0,1.0,0.0,south
no,no,no,13-15years,white,no,20.0,0.0,0.0,23.5,northcentral
no,no,no,12years,,no,23.0,1.0,3.0,18.0,south
no,yes,yes,12years,white,no,15.0,0.0,2.0,24.0,south
yes,yes,yes,12years,white,no,35.0,0.0,0.0,75.0,west
yes,yes,yes,12years,white,no,8.0,0.0,0.0,10.5,west
no,no,no,>16years,white,no,12.0,0.0,1.0,19.0,other
no,yes,yes,12years,white,no,24.0,0.0,0.0,15.36,other
yes,yes,yes,12years,white,no,20.0,0.0,1.0,0.0,south
no,yes,no,12years,black,no,23.0,0.0,1.0,0.0,south
no,yes,no,>16years,white,no,25.0,0.0,0.0,6.0,northcentral
no,yes,no,16years,white,no,11.0,0.0,0.0,90.0,other
no,no,no,12years,white,no,46.0,0.0,0.0,20.856,northcentral
no,yes,no,12years,white,no,18.0,0.0,1.0,0.0,northcentral
no,yes,no,13-15years,white,no,7.0,0.0,0.0,12.101,south
yes,no,yes,12years,white,no,8.0,1.0,1.0,30.0,west
no,no,no,12years,white,no,12.0,1.0,2.0,12.0,west
no,yes,no,12years,white,no,19.0,0.0,2.0,4.0,west
no,yes,yes,12years,white,no,16.0,0.0,0.0,33.0,south
yes,no,yes,12years,white,no,29.0,0.0,0.0,0.0,northcentral
yes,no,yes,13-15years,white,no,26.0,,,20.0,south
yes,yes,yes,12years,white,no,19.0,0.0,0.0,24.0,west
no,yes,yes,12years,white,no,13.0,0.0,0.0,0.0,south
yes,no,yes,9-11years,black,no,48.5,0.0,0.0,0.0,other
no,no,no,12years,white,no,33.0,0.0,0.0,14.8,northcentral
yes,no,yes,12years,white,no,8.0,0.0,1.0,14.0,northcentral
no,yes,no,12years,white,no,13.0,0.0,1.0,0.0,south
yes,no,yes,13-15years,white,no,27.0,0.0,0.0,25.0,northcentral
yes,no,yes,12years,white,no,17.0,0.0,1.0,35.0,other
no,yes,no,12years,white,no,17.0,,,22.36,other
no,yes,yes,>16years,white,no,15.0,0.0,0.0,174.999,other
no,yes,yes,13-15years,white,no,24.0,0.0,0.0,40.688,south
yes,no,yes,9-11years,white,yes,28.5,0.0,1.0,22.0,west
no,yes,no,<9years,white,no,29.0,0.0,2.0,0.0,other
no,no,no,9-11years,white,yes,26.5,0.0,2.0,0.0,other
yes,yes,yes,12years,white,no,33.0,0.0,0.0,37.0,northcentral
no,yes,yes,>16years,white,no,20.0,0.0,0.0,37.0,northcentral
yes,no,yes,13-15years,white,yes,13.0,,,38.0,south
yes,no,yes,16years,white,no,17.0,0.0,1.0,99.999,south
no,yes,yes,13-15years,white,no,2.0,0.0,0.0,18.5,west
no,no,no,13-15years,white,no,9.0,0.0,0.0,21.0,south
no,no,yes,<9years,white,yes,33.0,,,18.0,west
yes,no,yes,12years,white,no,20.0,0.0,3.0,22.9,northcentral
no,yes,no,13-15years,white,no,13.0,0.0,2.0,50.0,northcentral
yes,no,yes,16years,white,no,21.0,0.0,2.0,99.999,south
no,yes,no,12years,white,no,36.0,0.0,0.0,25.0,northcentral
no,yes,no,16years,white,no,9.0,0.0,0.0,0.0,other
no,yes,no,12years,white,no,11.0,0.0,0.0,0.0,south
yes,no,yes,9-11years,white,yes,34.5,0.0,0.0,45.0,other
no,yes,yes,12years,white,no,11.0,0.0,0.0,14.0,northcentral
no,yes,no,13-15years,white,no,26.0,0.0,0.0,0.0,northcentral
yes,no,yes,12years,white,no,12.0,2.0,1.0,61.0,south
yes,yes,yes,12years,white,yes,24.0,1.0,1.0,15.84,south
no,no,no,12years,white,no,47.0,0.0,0.0,1.0,northcentral
yes,no,yes,16years,white,no,40.0,0.0,0.0,0.0,west
yes,no,yes,9-11years,white,no,48.5,0.0,0.0,36.0,northcentral
yes,yes,yes,12years,white,no,18.0,1.0,1.0,72.0,west
no,yes,no,>16years,white,no,20.0,0.0,1.0,0.0,south
yes,no,yes,>16years,white,no,26.0,0.0,2.0,80.0,other
no,yes,no,12years,white,no,37.0,,,7.0,other
yes,no,yes,13-15years,white,no,16.0,0.0,2.0,24.2,northcentral
yes,no,yes,13-15years,white,no,6.0,1.0,0.0,20.9,northcentral
yes,yes,yes,12years,white,no,15.0,1.0,1.0,30.1,south
yes,no,yes,16years,white,yes,9.0,1.0,2.0,22.677,west
yes,no,yes,9-11years,white,no,24.5,,,28.184,south
no,yes,yes,12years,white,no,5.0,1.0,0.0,24.0,south
no,no,no,<9years,white,no,30.0,0.0,1.0,8.4,south
no,no,no,13-15years,white,no,19.0,1.0,0.0,26.0,south
no,yes,no,13-15years,white,no,27.0,0.0,3.0,0.0,west
yes,no,yes,13-15years,white,no,20.0,0.0,1.0,50.0,south
no,no,no,13-15years,white,no,0.0,0.0,0.0,1.35,south
yes,no,yes,9-11years,white,no,47.5,0.0,0.0,22.88,other
no,no,no,13-15years,white,no,6.0,2.0,0.0,18.0,northcentral
no,no,no,13-15years,white,no,9.0,0.0,2.0,0.0,west
yes,yes,yes,16years,white,no,11.0,2.0,0.0,42.0,south
no,no,no,13-15years,white,no,31.0,0.0,1.0,0.0,other
yes,no,yes,13-15years,white,no,38.0,0.0,0.0,60.0,other
yes,no,yes,12years,white,no,9.0,1.0,0.0,29.1,other
yes,no,yes,16years,white,no,13.0,2.0,0.0,40.0,west
yes,no,yes,13-15years,white,no,21.0,1.0,2.0,27.0,northcentral
yes,no,yes,12years,white,no,25.0,0.0,1.0,30.0,south
yes,yes,yes,16years,white,no,33.0,0.0,0.0,52.004,west
no,yes,no,12years,white,no,33.0,0.0,0.0,0.0,other
no,no,no,13-15years,white,no,19.0,2.0,0.0,0.0,west
no,yes,no,13-15years,white,no,40.0,0.0,0.0,4.96,northcentral
no,yes,no,12years,white,no,19.0,2.0,0.0,2.0,northcentral
no,yes,yes,13-15years,white,no,37.0,0.0,0.0,27.65,other
no,no,no,<9years,white,no,19.0,,,60.0,south
no,no,no,12years,white,no,41.0,0.0,0.0,20.0,south
yes,yes,yes,13-15years,white,no,38.0,0.0,0.0,0.0,west
no,no,yes,12years,white,no,23.0,0.0,1.0,38.0,west
no,no,no,13-15years,white,no,18.0,0.0,2.0,31.0,south
no,yes,yes,13-15years,white,no,22.0,0.0,0.0,35.0,south
no,yes,no,>16years,white,no,39.0,,,31.176,other
yes,no,yes,13-15years,white,no,16.0,,,32.0,northcentral
no,yes,yes,13-15years,white,yes,40.0,0.0,0.0,28.0,west
no,yes,yes,>16years,other,no,31.0,0.0,0.0,35.706,west
no,yes,no,13-15years,white,no,25.0,0.0,2.0,0.0,other
no,yes,no,13-15years,white,no,13.0,,,21.0,south
yes,no,yes,12years,white,no,24.0,0.0,0.0,20.0,south
no,yes,no,12years,white,no,31.0,0.0,1.0,4.0,other
yes,no,yes,13-15years,white,no,36.0,0.0,0.0,99.999,northcentral
yes,yes,yes,12years,white,no,11.0,0.0,0.0,22.0,west
yes,no,yes,13-15years,white,no,45.0,0.0,0.0,0.0,south
no,no,no,<9years,white,yes,13.0,1.0,2.0,12.0,west
yes,yes,yes,12years,white,no,10.0,2.0,1.0,35.0,northcentral
yes,no,yes,16years,white,no,23.0,0.0,1.0,58.0,west
yes,no,yes,13-15years,white,no,29.0,0.0,0.0,65.0,west
yes,yes,yes,13-15years,white,yes,15.0,2.0,1.0,18.0,other
no,no,no,9-11years,white,no,44.5,0.0,0.0,0.0,west
yes,no,yes,12years,white,no,24.0,0.0,1.0,30.0,northcentral
no,no,no,12years,white,no,33.0,,,0.0,northcentral
yes,no,yes,13-15years,white,no,15.0,1.0,2.0,81.211,west
no,no,no,>16years,white,no,14.0,0.0,1.0,12.787,northcentral
yes,yes,yes,12years,white,no,18.0,2.0,1.0,45.0,northcentral
no,no,no,13-15years,white,no,23.0,0.0,3.0,20.0,south
yes,no,yes,12years,black,no,24.0,0.0,2.0,60.0,other
no,yes,no,12years,white,no,26.0,0.0,3.0,0.0,west
no,yes,yes,13-15years,white,no,5.0,0.0,0.0,16.0,south
yes,no,yes,13-15years,white,no,41.0,0.0,0.0,51.0,south
no,yes,no,12years,white,no,23.0,0.0,3.0,0.0,northcentral
yes,yes,yes,12years,white,no,36.0,0.0,0.0,30.0,other
yes,no,yes,9-11years,black,no,15.5,0.0,3.0,23.5,south
yes,no,yes,9-11years,white,no,16.5,0.0,1.0,17.6,northcentral
yes,no,yes,12years,,no,25.0,0.0,0.0,60.0,northcentral
no,yes,yes,12years,black,no,24.0,0.0,1.0,18.0,south
yes,no,yes,13-15years,white,no,18.0,1.0,0.0,45.0,other
no,no,yes,12years,white,no,33.0,0.0,0.0,19.0,west
no,no,no,9-11years,white,no,17.5,2.0,3.0,24.0,west
no,yes,yes,16years,white,no,14.0,0.0,0.0,66.0,other
yes,yes,yes,13-15years,white,no,25.0,0.0,0.0,43.0,northcentral
yes,no,yes,13-15years,white,no,2.0,0.0,0.0,15.0,northcentral
yes,no,yes,12years,white,no,29.0,0.0,1.0,30.0,northcentral
yes,no,yes,9-11years,,no,32.5,0.0,1.0,35.0,other
no,no,no,12years,white,no,47.0,0.0,0.0,0.0,south
yes,no,yes,13-15years,white,no,16.0,0.0,0.0,48.0,other
yes,yes,yes,16years,white,no,19.0,0.0,4.0,25.775,south
yes,no,yes,12years,white,no,39.0,0.0,0.0,42.0,other
yes,no,yes,13-15years,white,no,30.0,0.0,0.0,0.0,other
yes,yes,yes,12years,white,no,16.0,1.0,0.0,45.0,other
no,no,yes,13-15years,,no,40.0,0.0,0.0,0.0,south
yes,yes,yes,>16years,white,no,17.0,0.0,2.0,88.0,northcentral
yes,no,yes,>16years,white,no,16.0,0.0,0.0,60.0,northcentral
no,no,no,13-15years,white,no,41.0,0.0,0.0,0.0,south
yes,yes,yes,13-15years,white,no,19.0,,,37.8,west
no,yes,no,>16years,white,no,20.0,0.0,0.0,32.0,south
yes,no,yes,13-15years,white,no,36.0,0.0,0.0,0.0,west
yes,no,yes,13-15years,white,no,44.0,0.0,0.0,0.0,northcentral
yes,yes,yes,12years,white,no,10.0,0.0,2.0,21.0,other
no,yes,no,12years,,no,21.0,0.0,3.0,0.0,northcentral
no,no,no,12years,white,no,17.0,,,69.5,west
yes,no,yes,13-15years,white,no,14.0,1.0,1.0,40.158,west
no,yes,no,12years,white,no,40.0,0.0,0.0,0.0,other
yes,no,yes,12years,white,yes,22.0,0.0,2.0,54.0,other
no,no,yes,13-15years,white,no,4.0,,,39.0,west
no,no,no,13-15years,,no,4.0,0.0,0.0,12.0,other
no,yes,yes,>16years,white,no,21.0,0.0,2.0,38.0,west
no,no,no,12years,white,no,16.0,0.0,2.0,19.76,other
no,no,no,13-15years,black,no,21.0,0.0,0.0,0.0,south
no,yes,yes,13-15years,white,no,40.0,0.0,0.0,60.0,west
no,no,no,12years,white,no,45.0,0.0,0.0,2.405,other
yes,no,yes,12years,white,no,18.0,,,52.101,northcentral
no,yes,no,>16years,white,no,28.0,0.0,0.0,99.999,south
no,no,no,>16years,white,no,39.0,0.0,0.0,0.0,south
no,yes,no,13-15years,,no,11.0,0.0,1.0,2.0,west
yes,no,yes,13-15years,white,no,21.0,0.0,1.0,60.0,south
yes,no,yes,16years,white,no,8.0,0.0,0.0,18.2,south
no,yes,yes,13-15years,white,no,11.0,1.0,0.0,22.025,other
no,no,no,12years,white,no,41.0,0.0,0.0,16.8,other
yes,no,yes,13-15years,white,no,23.0,0.0,1.0,49.0,south
yes,no,yes,9-11years,white,no,11.5,0.0,1.0,21.8,northcentral
no,no,no,12years,,no,10.0,0.0,0.0,7.895,other
yes,no,yes,13-15years,white,no,43.0,0.0,0.0,0.0,west
no,yes,no,13-15years,white,no,23.0,0.0,2.0,22.0,south
no,no,no,13-15years,white,no,28.0,0.0,1.0,10.5,northcentral
no,yes,yes,16years,black,no,8.0,0.0,0.0,15.0,south
no,yes,no,12years,white,no,13.0,1.0,0.0,16.0,south
no,yes,yes,>16years,white,no,34.0,0.0,0.0,0.0,other
no,yes,no,12years,white,no,31.0,0.0,0.0,0.0,northcentral
yes,no,yes,13-15years,white,no,28.0,0.0,1.0,44.44,other
yes,no,yes,13-15years,white,no,21.0,1.0,0.0,25.0,other
no,yes,yes,12years,white,no,39.0,0.0,0.0,20.0,other
no,no,no,9-11years,white,no,13.5,2.0,1.0,3.88,west
yes,no,yes,12years,white,no,22.0,0.0,3.0,60.0,west
no,no,no,13-15years,white,no,3.0,0.0,0.0,0.0,northcentral
no,yes,yes,16years,white,no,20.0,0.0,0.0,54.0,west
no,yes,no,12years,white,no,31.0,0.0,2.0,19.5,northcentral
yes,no,yes,13-15years,white,no,17.0,1.0,2.0,35.0,south
yes,no,yes,16years,white,no,5.0,0.0,0.0,5.0,northcentral
no,yes,no,13-15years,black,no,10.0,1.0,0.0,23.0,south
no,yes,yes,>16years,white,no,6.0,,,33.0,other
no,yes,no,16years,white,no,20.0,0.0,3.0,0.0,south
yes,yes,yes,13-15years,black,no,25.0,0.0,2.0,41.0,northcentral
no,no,no,12years,white,no,6.0,2.0,0.0,15.0,northcentral
yes,no,yes,12years,white,no,44.0,0.0,0.0,0.0,northcentral
yes,no,yes,12years,white,no,4.0,2.0,0.0,15.0,west
yes,yes,yes,<9years,white,no,30.0,0.0,0.0,25.0,northcentral
no,no,no,13-15years,white,no,24.0,0.0,2.0,30.0,other
yes,yes,yes,12years,white,no,40.0,0.0,0.0,0.0,other
no,yes,no,12years,white,no,36.0,0.0,0.0,22.0,south
yes,no,yes,12years,white,no,45.0,0.0,0.0,0.0,south
no,yes,no,12years,black,yes,16.0,1.0,1.0,99.999,south
no,yes,yes,13-15years,white,no,4.0,0.0,0.0,17.0,northcentral
yes,no,yes,13-15years,white,no,19.0,0.0,5.0,63.0,west
no,no,no,13-15years,black,no,2.0,1.0,0.0,15.8,west
no,no,no,16years,white,no,14.0,1.0,0.0,0.0,west
yes,yes,yes,13-15years,white,no,32.0,,,45.0,south
yes,no,yes,13-15years,white,no,17.0,,,36.0,other
no,no,no,12years,white,no,10.0,1.0,2.0,32.0,other
no,yes,no,>16years,white,no,9.0,0.0,0.0,60.0,other
no,yes,no,12years,white,no,40.0,0.0,0.0,7.0,northcentral
no,yes,no,16years,white,no,25.0,0.0,0.0,30.0,other
no,yes,yes,13-15years,white,no,14.0,,,14.0,west
yes,no,yes,12years,white,no,11.0,1.0,1.0,23.0,other
yes,no,yes,16years,white,no,10.0,1.0,1.0,17.0,south
no,no,no,9-11years,white,no,32.5,0.0,0.0,0.0,northcentral
no,no,no,13-15years,white,no,23.0,0.0,1.0,53.0,west
no,yes,no,>16years,,no,31.0,0.0,0.0,0.0,northcentral
no,no,yes,<9years,white,yes,20.0,1.0,3.0,12.0,west
yes,no,yes,16years,white,no,7.0,0.0,0.0,63.0,other
no,no,no,16years,white,no,37.0,0.0,0.0,99.999,south
no,yes,no,>16years,white,no,27.0,0.0,0.0,57.662,other
no,yes,yes,>16years,white,no,17.0,0.0,0.0,22.0,other
yes,no,yes,12years,,no,41.0,0.0,0.0,17.088,northcentral
no,no,no,<9years,white,no,16.0,3.0,0.0,13.0,south
no,no,no,9-11years,,no,32.5,0.0,2.0,0.0,south
yes,no,yes,16years,white,no,29.0,0.0,0.0,40.0,northcentral
yes,no,yes,13-15years,white,no,22.0,0.0,1.0,17.0,northcentral
yes,no,yes,16years,white,no,3.0,0.0,0.0,29.0,other
no,yes,no,>16years,white,no,28.0,0.0,0.0,25.0,south
no,no,no,12years,white,no,30.0,0.0,1.0,0.0,other
yes,no,yes,12years,white,no,38.0,0.0,0.0,0.0,other
yes,no,yes,12years,white,no,17.0,0.0,0.0,16.0,northcentral
yes,yes,yes,16years,white,no,19.0,0.0,3.0,26.2,west
no,no,no,12years,white,no,44.0,0.0,0.0,0.0,northcentral
no,no,no,16years,white,no,20.0,1.0,0.0,30.0,west
yes,no,yes,12years,white,no,24.0,1.0,1.0,4.4,south
no,yes,no,16years,white,no,6.0,2.0,0.0,12.0,other
no,yes,no,13-15years,black,no,28.0,0.0,0.0,18.0,northcentral
yes,no,yes,13-15years,white,no,35.0,0.0,0.0,71.67,west
yes,no,yes,13-15years,white,no,10.0,2.0,0.0,52.0,other
no,yes,yes,13-15years,white,no,9.0,0.0,0.0,35.0,other
no,no,no,12years,,no,16.0,1.0,1.0,35.0,south
